statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral
20,"Migrant worker cases were younger, had few medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia decreased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.",human,TRUE,34.76,0,13.3,17.69,17.3,11.89,16,13.25,16,14.98,11th and 12th grade,278,39,6.03,0,2,0.85,0.0811,0.2325,0.982435584,0.001386197,0.016178202
21,"The median duration of COVID-19 was shorter in the thalidomide group compared to the control group (respectively, 11.0 vs 23.0 days).",human,TRUE,69.28,0,6.2,10.53,9.2,14.68,7,5.75,7,9.91,5th and 6th grade,133,19,5.32,2,1,0.89,0.075,0.017,0.992815971,0.004169907,0.00301411
22,"When each vitamin D status group was considered, 69.44% of the vitamin D deficient group had severe COVID-19 and 81.82% of the severely deficient group had severe COVID-19.",human,TRUE,70.5,11.2,5.7,9.31,7.6,11.43,6,5.666666667,6,9.43,5th and 6th grade,172,26,5.04,2,1,0.62,0.0125,0.0195,0.022135131,0.973689973,0.004174956
23,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,human,TRUE,16.32,0,16.2,17.23,17.6,11.45,7,16.5,7,16.02,16th and 17th grade,147,21,6,0,1,0.9,0.4614,0.008,0.992131293,0.002948889,0.004919813
24,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,TRUE,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438
25,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,TRUE,41.7,0,12.7,15.61,16.4,12.95,7,13.5,7,14.11,12th and 13th grade,142,21,5.76,0,1,0.95,0.02,0.0176,0.991535068,0.003287067,0.005177932
26,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",human,TRUE,10.91,0,22.4,17.19,27.7,13.85,16,32.5,16,26.5,-1th and 0th grade,294,43,5.81,0,1,0.81,0.0782,0.029,0.994181335,0.002456937,0.00336167
27,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",human,TRUE,52.53,0,12.6,10.39,15,10.53,13,17,13,14.5,14th and 15th grade,316,52,4.9,2,2,0.67,0.4753,0.0124,0.987557173,0.001324917,0.011117936
28,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 12Â–15 years, although the study was too small to identify any rare side-effects.",human,TRUE,57.61,0,10.7,12.01,14.2,11.55,11,14,11,13.35,13th and 14th grade,274,43,5.14,1,2,0.88,0.0856,0.0335,0.994630694,0.002405345,0.00296399
29,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",human,TRUE,6.17,0,20.1,20.55,25.2,10.78,9,24.5,9,16.27,20th and 21st grade,235,33,6.06,0,1,0.7,0.0629,0.027,0.993548334,0.001998829,0.004452825
30,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",human,TRUE,15.31,0,16.6,18.04,18.9,13.34,10,17,10,19.71,16th and 17th grade,158,22,6.14,0,1,0.91,0.0299,0.0224,0.967184961,0.015250013,0.017565025
31,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,human,TRUE,16.32,0,16.2,17.23,17.6,11.45,7,16.5,7,16.02,16th and 17th grade,147,21,6,0,1,0.9,0.4614,0.008,0.992131293,0.002948889,0.004919813
32,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 4Â–5 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 2Â–3 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 7Â–8 days in most patients.",human,TRUE,43.56,0,14,9.58,14.5,11.32,13,18.25,13,15.36,14th and 15th grade,316,51,4.8,4,2,0.63,0.0386,0.0315,0.994207025,0.001961394,0.00383156
33,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,TRUE,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438
34,"The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdownÂ’s duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",human,TRUE,40.18,0,13.2,14.74,16.3,11.42,14,15.75,14,16.11,15th and 16th grade,298,46,5.39,0,2,0.85,0.1093,0.0428,0.924985051,0.014407945,0.060607105
35,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,TRUE,42.72,0,12.3,18.39,18.4,10.94,12,13.5,12,13,12th and 13th grade,292,41,6.07,0,2,0.78,0.0094,0.0203,0.994230866,0.002542784,0.003226342
36,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",human,TRUE,15.31,0,16.6,18.04,18.9,13.34,10,17,10,19.71,16th and 17th grade,158,22,6.14,0,1,0.91,0.0299,0.0224,0.967184961,0.015250013,0.017565025
37,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,human,TRUE,19.37,0,15,21.11,19.5,15.06,9,13,9,16.09,14th and 15th grade,139,18,6.72,0,1,0.94,0.019,0.017,0.984045863,0.00713312,0.008820993
38,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,TRUE,42.72,0,12.3,18.39,18.4,10.94,12,13.5,12,13,12th and 13th grade,292,41,6.07,0,2,0.78,0.0094,0.0203,0.994230866,0.002542784,0.003226342
39,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",human,TRUE,15.31,0,16.6,18.04,18.9,13.34,10,17,10,19.71,16th and 17th grade,158,22,6.14,0,1,0.91,0.0299,0.0224,0.967184961,0.015250013,0.017565025
40,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",human,TRUE,50.16,0,11.5,15.03,15.8,11.45,8,12.5,8,12.21,11th and 12th grade,139,21,5.57,0,1,0.86,0.0234,0.0204,0.993491232,0.003425035,0.003083653
41,"While Test A failed to detect SARS-CoV-2 antibodies in 37Â–84% of non-hospitalised patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalised patients. Antibody levels were initially low, increased over time, and increased as the disease got worse.",human,TRUE,48.5,13,10,13.27,12.6,12.06,10,10.16666667,10,10.37,12th and 13th grade,288,40,5.67,4,3,0.72,0.0168,0.0302,0.994751155,0.002034464,0.0032144
42,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",human,TRUE,50.16,0,11.5,15.03,15.8,11.45,8,12.5,8,12.21,11th and 12th grade,139,21,5.57,0,1,0.86,0.0234,0.0204,0.993491232,0.003425035,0.003083653
43,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,human,TRUE,19.37,0,15,21.11,19.5,15.06,9,13,9,16.09,14th and 15th grade,139,18,6.72,0,1,0.94,0.019,0.017,0.984045863,0.00713312,0.008820993
44,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",human,TRUE,52.53,0,12.6,10.39,15,10.53,13,17,13,14.5,14th and 15th grade,316,52,4.9,2,2,0.67,0.4753,0.0124,0.987557173,0.001324917,0.011117936
45,"A substantial number of infected healthcare workers were asymptomatic 28.9%, and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vaccinated against seasonal influenza.",human,TRUE,55.91,10.8,7.2,11.2,8.9,12.56,11,4.3,11,10.8,10th and 11th grade,233,31,5.71,4,3,0.87,0.0261,0.0379,0.993058324,0.0038395,0.003102174
46,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",human,TRUE,10.91,0,22.4,17.19,27.7,13.85,16,32.5,16,26.5,-1th and 0th grade,294,43,5.81,0,1,0.81,0.0782,0.029,0.994181335,0.002456937,0.00336167
47,"150 patients were randomized to favipiravir or the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",human,TRUE,61.67,11.2,9.1,10.15,10.8,10.67,13,11,13,10.9,10th and 11th grade,319,47,5.28,6,3,0.6,0.032,0.0187,0.008830946,0.002694536,0.988474548
48,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,human,TRUE,68.47,9.7,6.5,13.61,11.3,10.23,7,6,7,9.23,9th and 10th grade,228,32,5.81,2,3,0.78,0.0437,0.0213,0.989934862,0.00272769,0.007337418
49,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",human,TRUE,12.94,0,15.4,21.92,19.5,16.27,9,13,9,18.9,12th and 13th grade,127,16,6.88,0,1,1,0.1379,0.0427,0.009415693,0.986026287,0.004558037
50,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a therapeutic target for COVID-19.",human,TRUE,58.28,0,8.4,12.63,11.4,12.18,9,7.5,9,11.35,7th and 8th grade,170,26,5.27,1,2,1,0.209,0.0167,0.456876159,0.004949316,0.53817451
51,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19. This suggests that chilblains might be a symptom of COVID-19.,human,TRUE,67.76,0,6.8,14.2,11.7,10.81,7,6,7,8.13,6th and 7th grade,161,24,5.67,0,2,0.92,0.0132,0.0218,0.991993427,0.001889775,0.00611673
52,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",human,TRUE,52.53,0,12.6,10.39,15,10.53,13,17,13,14.5,14th and 15th grade,316,52,4.9,2,2,0.67,0.4753,0.0124,0.987557173,0.001324917,0.011117936
53,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,TRUE,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438
54,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,TRUE,41.7,0,12.7,15.61,16.4,12.95,7,13.5,7,14.11,12th and 13th grade,142,21,5.76,0,1,0.95,0.02,0.0176,0.991535068,0.003287067,0.005177932
55,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",human,TRUE,12.94,0,15.4,21.92,19.5,16.27,9,13,9,18.9,12th and 13th grade,127,16,6.88,0,1,1,0.1379,0.0427,0.009415693,0.986026287,0.004558037
56,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,TRUE,42.72,0,12.3,18.39,18.4,10.94,12,13.5,12,13,12th and 13th grade,292,41,6.07,0,2,0.78,0.0094,0.0203,0.994230866,0.002542784,0.003226342
57,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,TRUE,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438
58,"The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdownÂ’s duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",human,TRUE,40.18,0,13.2,14.74,16.3,11.42,14,15.75,14,16.11,15th and 16th grade,298,46,5.39,0,2,0.85,0.1093,0.0428,0.924985051,0.014407945,0.060607105
59,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",human,TRUE,17.17,0,17.9,17.12,21,12.53,19,22.25,19,19.82,17th and 18th grade,397,56,6,1,2,0.8,0.1011,0.0376,0.879832089,0.001914312,0.118253522
60,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,TRUE,52.19,0,10.7,12.94,13.6,11.23,12,12.5,12,11.81,12th and 13th grade,243,34,5.65,4,2,0.65,0.2828,0.0206,0.00194186,0.995754123,0.002303985
61,"While Test A failed to detect SARS-CoV-2 antibodies in 37Â–84% of non-hospitalised patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalised patients. Antibody levels were initially low, increased over time, and increased as the disease got worse.",human,TRUE,48.5,13,10,13.27,12.6,12.06,10,10.16666667,10,10.37,12th and 13th grade,288,40,5.67,4,3,0.72,0.0168,0.0302,0.994751155,0.002034464,0.0032144
62,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 12Â–15 years, although the study was too small to identify any rare side-effects.",human,TRUE,57.61,0,10.7,12.01,14.2,11.55,11,14,11,13.35,13th and 14th grade,274,43,5.14,1,2,0.88,0.0856,0.0335,0.994630694,0.002405345,0.00296399
63,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",human,TRUE,6.17,0,20.1,20.55,25.2,10.78,9,24.5,9,16.27,20th and 21st grade,235,33,6.06,0,1,0.7,0.0629,0.027,0.993548334,0.001998829,0.004452825
64,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",human,TRUE,17.17,0,17.9,17.12,21,12.53,19,22.25,19,19.82,17th and 18th grade,397,56,6,1,2,0.8,0.1011,0.0376,0.879832089,0.001914312,0.118253522
65,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,TRUE,52.19,0,10.7,12.94,13.6,11.23,12,12.5,12,11.81,12th and 13th grade,243,34,5.65,4,2,0.65,0.2828,0.0206,0.00194186,0.995754123,0.002303985
66,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighbourhood could help discriminate infected patients from uninfected.",human,TRUE,24.11,0,23.6,13.65,32.2,12.68,17,33.5,17,25.64,12th and 13th grade,359,54,5.22,2,1,0.81,0.0441,0.0481,0.986023068,0.001984976,0.01199201
67,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,human,TRUE,19.37,0,15,21.11,19.5,15.06,9,13,9,16.09,14th and 15th grade,139,18,6.72,0,1,0.94,0.019,0.017,0.984045863,0.00713312,0.008820993
68,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",human,TRUE,69.89,10,6,7.11,6.3,12.59,14,5.357142857,14,9.76,5th and 6th grade,402,61,4.74,8,4,0.79,0.0106,0.0238,0.99196434,0.002640745,0.005394844
69,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",human,TRUE,6.17,0,20.1,20.55,25.2,10.78,9,24.5,9,16.27,20th and 21st grade,235,33,6.06,0,1,0.7,0.0629,0.027,0.993548334,0.001998829,0.004452825
70,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 12Â–15 years, although the study was too small to identify any rare side-effects.",human,TRUE,57.61,0,10.7,12.01,14.2,11.55,11,14,11,13.35,13th and 14th grade,274,43,5.14,1,2,0.88,0.0856,0.0335,0.994630694,0.002405345,0.00296399
71,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,human,TRUE,19.37,0,15,21.11,19.5,15.06,9,13,9,16.09,14th and 15th grade,139,18,6.72,0,1,0.94,0.019,0.017,0.984045863,0.00713312,0.008820993
72,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,TRUE,41.7,0,12.7,15.61,16.4,12.95,7,13.5,7,14.11,12th and 13th grade,142,21,5.76,0,1,0.95,0.02,0.0176,0.991535068,0.003287067,0.005177932
73,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",human,TRUE,17.17,0,17.9,17.12,21,12.53,19,22.25,19,19.82,17th and 18th grade,397,56,6,1,2,0.8,0.1011,0.0376,0.879832089,0.001914312,0.118253522
74,Intravenous recombinant ACE2 was reported as an effective therapy in severe COVID-19 by blocking the viral entry to target cells.,human,TRUE,34.26,0,13.5,14.04,14.5,15.68,10,15,10,18,14th and 15th grade,129,20,5.45,0,1,1,0.266,0.0352,0.993843436,0.003082967,0.003073573
75,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",human,TRUE,17.17,0,17.9,17.12,21,12.53,19,22.25,19,19.82,17th and 18th grade,397,56,6,1,2,0.8,0.1011,0.0376,0.879832089,0.001914312,0.118253522
76,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a therapeutic target for COVID-19.",human,TRUE,58.28,0,8.4,12.63,11.4,12.18,9,7.5,9,11.35,7th and 8th grade,170,26,5.27,1,2,1,0.209,0.0167,0.456876159,0.004949316,0.53817451
77,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,TRUE,52.19,0,10.7,12.94,13.6,11.23,12,12.5,12,11.81,12th and 13th grade,243,34,5.65,4,2,0.65,0.2828,0.0206,0.00194186,0.995754123,0.002303985
78,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19. This suggests that chilblains might be a symptom of COVID-19.,human,TRUE,67.76,0,6.8,14.2,11.7,10.81,7,6,7,8.13,6th and 7th grade,161,24,5.67,0,2,0.92,0.0132,0.0218,0.991993427,0.001889775,0.00611673
0,Covid 19 vaccines work because Facui said so,human,FALSE,88.74,0,2.9,7.21,4.4,11.93,1,3,1,3.2,2nd and 3rd grade,44,7,5,1,1,1,0.2456,0.0233,0.020034323,0.946505129,0.033460524
0,"If you are asymptomatic, you are not sick!",human,FALSE,88.74,0,2.9,4.31,3.2,6.01,1,4,1,8.2,3rd and 4th grade,42,8,4.12,0,1,0.75,0.0834,0.031,0.068307601,0.59850508,0.333187342
0,COvid 19 wasn't made in a lab,human,FALSE,106.67,0,0.1,-1.74,-2.5,10.75,0,2.5,0,2.8,2nd and 3rd grade,29,7,2.86,1,1,1,0.0311,0.0381,0.806186676,0.097756013,0.096057259
0,Those that receive a covid vaccine are far more likely to suffer covid side effects,human,FALSE,81.63,0,5.6,8.81,7.7,7.54,2,6.5,2,6,5th and 6th grade,83,15,4.6,0,1,0.93,0.0127,0.0325,0.881732941,0.103489175,0.014777793
4,Intravenous recombiNo Statement herent ACE2 was reported as an ineffective therapy in severe COVID-19 by blocking the viral entry to target cells.,human,FALSE,23.77,0,15.4,15.14,16.3,16.21,12,16,12,17.89,15th and 16th grade,146,22,5.64,0,1,1,0.0064,0.0436,0.993974984,0.001892204,0.004132882
0,A 5-day course of ivermectin was found to be safe and effective in treating child patients with mild COVID-19.,human,FALSE,77.57,0,7.2,9.86,10.9,11.23,4,10.5,4,9.71,10th and 11th grade,110,19,4.68,1,1,1,0.5935,0.0135,0.990597665,0.006187575,0.003214698
5,A need for mechanical ventilation occurred in 31% of the aNo Statement herekinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was uNo Statement herettained in 63% of the aNo Statement herekinra-treated group compared with 27% of the control group,human,FALSE,49.15,0,11.9,14.21,15.9,11.55,12,14,12,13.35,11th and 12th grade,289,40,5.83,4,2,0.62,0.2536,0.0162,0.012391253,0.959282756,0.028326023
2,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate embryotic saline as a therapeutic target for COVID-19.",human,FALSE,41.87,0,10.5,13.85,12.1,13.1,10,7.75,10,13,12th and 13th grade,169,25,5.48,1,2,1,0.3519,0.0148,0.336877376,0.006266926,0.656855702
6,Microscopic abnormalities have been observed in both finger and toeNo Statement hereils of patients with COVID-19. This suggests that heart disease might be a symptom of COVID-19.,human,FALSE,66.23,0,7.4,14.14,12,11.32,8,6.75,8,8.36,6th and 7th grade,179,27,5.59,0,2,0.93,0.0123,0.0245,0.965575039,0.010945406,0.023479534
4,Intravenous recombiNo Statement herent ACE2 was reported as a non-effective therapy in severe COVID-19 because it was not able to block the viral entry to target cells.,human,FALSE,35.61,0,15,12.89,16.8,14.33,11,18.5,11,18.21,14th and 15th grade,168,27,5.22,0,1,0.93,0.007,0.0378,0.99180764,0.001987014,0.006205309
7,"We have not reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies usually cannot be performed 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",human,FALSE,16.15,0,18.3,16.95,21.1,12.33,19,22.75,19,19.94,12th and 13th grade,406,58,5.91,1,2,0.79,0.0161,0.0386,0.828874826,0.00181769,0.169307441
1,"We evaluated 298 persons and identified twelve negative cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data tells us it is not important to identify asymptomatic carriers early on.",human,FALSE,39.63,15,11.4,12.58,11.5,10.83,14,11.66666667,14,14.97,11th and 12th grade,282,41,5.46,3,3,0.85,0.0351,0.0188,0.992786109,0.002208948,0.005004905
6,Microscopic abnormalities have been observed in only toeNo Statement hereils of patients with COVID-19. This suggests that chilblains is not a symptom of COVID-19.,human,FALSE,67.76,0,6.8,14.72,12,12.13,7,6,7,8.13,11th and 12th grade,163,24,5.75,0,2,0.92,0.0239,0.0211,0.983370185,0.003538792,0.013090992
3,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (joint pain), household, cluster, and evidence of confirmed cases in the workplace could spread illness to patients who tested negative.",human,FALSE,31.56,0,22.8,12.2,31.5,12.9,17,31,17,23.83,12th and 13th grade,352,55,4.96,2,1,0.82,0.0191,0.0229,0.973649442,0.002049323,0.024301231
9,"COVID-19 vacciNo Statement hereted patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,FALSE,41.19,0,12.9,19.03,19.6,11.68,14,14.75,14,14.18,19th and 20th grade,318,44,6.18,0,2,0.8,0.0089,0.0225,0.983456671,0.003167816,0.013375494
10,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing major infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",human,FALSE,10.91,0,22.4,17.19,27.7,13.48,15,32.5,15,26.5,12th and 13th grade,294,43,5.81,0,1,0.81,0.0812,0.0297,0.994180441,0.00246489,0.003354737
11,"150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 6 days versus 10 days, and median time to clinical cure was 4 days versus 6 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",human,FALSE,60.65,11.2,9.5,9.69,10.6,10.4,13,11.5,13,11.11,9th and 10th grade,329,50,5.08,6,3,0.6,0.0313,0.0182,0.008898161,0.002914381,0.988187492
12,"A substantial number of infected healthcare workers were asymptomatic (28.9%), and 35.5% were admitted to hospital. The mean length of hospital stay was 11 days. 70.1% of confirmed cases had been vacciNo Statement hereted against seasoNo Statement herel influenza.",human,FALSE,63.56,10.4,6.3,12.19,9.7,12.93,13,4.5,13,9.27,9th and 10th grade,264,35,5.8,4,3,0.86,0.0093,0.0533,0.186332956,0.002685683,0.810981393
13,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 85.4%, 94.3%, 79.0% and 71.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",human,FALSE,69.89,10,6,7.11,6.3,12.59,14,5.357142857,14,9.76,5th and 6th grade,402,61,4.74,8,4,0.79,0.0133,0.0238,0.991946518,0.002660612,0.00539287
0,you could possibly get rid of covid in 5 days dues ivermectin only if you have a mild case of covid19 and are only an adult,human,FALSE,78.93,0,8.7,4.88,9.3,10.39,2,14,2,11.94,8th and 9th grade,123,25,3.88,1,1,0.88,0.1183,0.0309,0.249068722,0.487585604,0.263345689
